INSTNM,CITY,STABBR,ZIP,INSTURL
Central Coast College,Salinas,CA,93901-3301,www.centralcoastcollege.edu
ITT Technical Institute-Torrance,Torrance,CA,90502,www.itt-tech.edu
Pacific College of Oriental Medicine-San Diego,San Diego,CA,92108-4407, Western Association of Schools and Colleges Senior College and University Commission
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,33605,www.artisticbeautyschool.com
National Aviation Academy of Tampa Bay,Clearwater,FL,33760,www.naa.edu
Sanford-Brown Institute-Tampa,Tampa,FL,33610-5428,www.SBI-tampa.com
Cain's Barber College Inc,Chicago,IL,60615-3510,www.cbcon51st.org
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,13478-0168,www.moboces.org/adulted.html
Astrodome Career Centers,Houston,TX,77054,www.astrodome.edu
Center for Advanced Legal Studies,Houston,TX,77098-4151,www.paralegal.edu
Houston Training School-Main Campus,Houston,TX,77026,houstontrainingschools.net
Remington College-Houston Campus,Houston,TX,77082,www.remingtoncollege.edu/houston-texas-college-career-schools
Bay Mills Community College,Brimley,MI,49715,www.bmcc.edu
Fond du Lac Tribal and Community College,Cloquet,MN,55720-2342,www.fdltcc.edu
Northwest Indian College,Bellingham,WA,98226-9217,www.nwic.edu
Marinello Schools of Beauty-Provo,Provo,UT,84604,www.marinello.com
Provo College,Provo,UT,84601,www.provocollege.edu
Paul Mitchell the School-Provo,Provo,UT,84606,provo.paulmitchell.edu
University of Phoenix-Utah Campus,Salt Lake City,UT,84123-4642,www.phoenix.edu
Utah College of Massage Therapy-Salt Lake City,Salt Lake City,UT,84111,www.steinered.com
CET-Coachella,Coachella,CA,92236,cetweb.org
CET-Oxnard,Oxnard,CA,93030,cetweb.org
CET-Santa Maria,Santa Maria,CA,93458,www.cetweb.org
CET-Rancho Temecula,Temecula,CA,92590,cetweb.org
Colorado School of Traditional Chinese Medicine,Denver,CO,80206,www.cstcm.edu
Massage Therapy Institute of Colorado,Denver,CO,80206,www.mtic.edu
Michigan College of Beauty-Troy,Troy,MI,48083,michigancollegeofbeautytroy.com
Ogle School Hair Skin Nails-Dallas,Dallas,TX,75214-2389,www.ogleschool.com
Phoenix Seminary,Phoenix,AZ,85018-7607, North Central Association of Colleges and Schools The Higher Learning Commission
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,51360,WWW.faustinstitute.com
Seattle Vocational Institute,Seattle,WA,98144-2219,sviweb.sccd.ctc.edu
Baker College of Port Huron,Port Huron,MI,48060,www.baker.edu/
Empire Beauty School-Hyannis,Hyannis,MA,2601,www.empire.edu
Brookstone College-Greensboro,Greensboro,NC,27409-9545,www.brookstone.edu
Cheeks International Academy of Beauty Culture-Fort Collins,Loveland,CO,80538,cheeksUSA.com
Cheeks International Academy of Beauty Culture-Greeley,Greeley,CO,80631,cheeksUSA.com
Colorado School of Healing Arts,Lakewood,CO,80226,www.csha.net
Remington College-Colorado Springs Campus,Colorado Springs,CO,80918-3401,www.remingtoncollege.edu/colorado-career-schools-overview
Empire Beauty School-Arvada,Arvada,CO,80003,www.empire.edu
Westwood College-Denver South,Denver,CO,80227-5507,www.westwood.edu
Healing Arts Institute,Fort Collins,CO,80525-3479,healingartsinstitute.net
ITT Technical Institute-San Bernardino,San Bernardino,CA,92408,www.itt-tech.edu
Los Angeles ORT College-Van Nuys Campus,Van Nuys,CA,91411,www.laort.edu
University of Phoenix-Puerto Rico Campus,Guaynabo,PR,00968-3028,www.phoenix.edu
Mt Diablo Adult Education,Concord,CA,94518-1199,www.mdusd.k12.ca.us/adulted
Royale College of Beauty,Temecula,CA,92590,www.royalecollegeofbeautyschool.com
Westech College,Fontana,CA,92335,www.westech.edu
Westech College,Moreno Valley,CA,92553,http://www.westech.edu
Westech College,Victorville,CA,92395,http://www.westech.edu
Greater Lowell Technical School,Tyngsboro,MA,1879,www.gltech.org
Academy of Hair Design-Pearl,Pearl,MS,39208,www.academyofhair.com
King's College,Charlotte,NC,28204,WWW.KINGSCOLLEGECHARLOTTE.EDU
Miller-Motte Technical College-Clarksville,Clarksville,TN,37040,www.miller-motte.edu
Genesis Career College-Lebanon,Lebanon,TN,37087, National Accrediting Commission of Career Arts and Sciences
Kaplan College-Dallas,Dallas,TX,75234, Council on Occupational Education
Star College of Cosmetology 2,Tyler,TX,75702-8214,www.starcosmetologyschool.com/
Southwest Collegiate Institute for the Deaf,Big Spring,TX,79720-7298,www.howardcollege.edu/swcid/
Fortis College-Richmond,Richmond,VA,23230,www.fortis.edu
Midwest College of Oriental Medicine-Racine,Racine,WI,53403-9747,www.Acupuncture.edu
Hacienda La Puente Adult Education,La Puente,CA,91746-0002,www.hlpae.com
La Belle Beauty Academy,Miami,FL,33144,www.Labellebeauty.net
Advanced Technical Centers,Miami,FL,33166,www.advancedtechnicalcenters.com
Hawaii Community College,Hilo,HI,96720-4075,hawaii.hawaii.edu
Regency Beauty Institute-Winston-Salem,Winston Salem,NC,27103,www.regency.edu
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,7060,www.robertfiance.com
Long Island Beauty School-Hauppauge,Hauppauge,NY,11788,LIBeautyschool.com
Buckeye Joint Vocational School,New Philadelphia,OH,44663-9450,www.buckeyecareercenter.org
Sandusky Career Center,Sandusky,OH,44870,www.sanduskycareercenter.org
Greater Altoona Career & Technology Center,Altoona,PA,16602-3616, Middle States Commission on Secondary Schools
Northeastern Hospital School of Nursing,Philadelphia,PA,19134,www.nehson.templehealth.org
Central Texas Beauty College-Temple,Temple,TX,76504-6948,www.centraltexasbeautycollege.com
Dance Theatre of Harlem Inc,New York,NY,10031-1896,www.dancetheatreofharlem.org
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,14006,www.e2ccb.org
Empire Beauty School-Brooklyn,Brooklyn,NY,11214,www.empire.edu
Houston Training School-Gulfgate,Houston,TX,77087,houstontrainingschools.net
Star Career Academy-Philadelphia,Philadelphia,PA,19114-2206,www.starcareeracademy.com
Antonelli College-Hattiesburg,Hattiesburg,MS,39401,www.antonellicollege.edu
Eastern New Mexico University-Ruidoso Campus,Ruidoso,NM,88345,www.ruidoso.enmu.edu/
The Bryman School of Arizona,Phoenix,AZ,85029,www.anthem.edu/brymanschool/
Beacon College,Leesburg,FL,34748,www.beaconcollege.edu
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,94704,www.aimc.edu
Estrella Mountain Community College,Avondale,AZ,85323-1000,www.emc.maricopa.edu
Heartland Community College,Normal,IL,61761-9446,www.heartland.edu
University of the Potomac-Washington DC Campus,Washington,DC,20005,www.potomac.edu
Rabbi Jacob Joseph School,Edison,NJ,8817,NULL
Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,FL,33309, Accrediting Council for Independent Colleges and Schools
The Salon Professional Academy-Melbourne,Melbourne,FL,32904,www.tspamelbourne.com
Fortis Institute-Scranton,Scranton,PA,18509-2903,www.fortis.edu
Milan Institute of Cosmetology-Amarillo,Amarillo,TX,79103,www.milaninstitute.edu
Everglades University,Boca Raton,FL,33431, Southern Association of Colleges and Schools Commission on Colleges
Everglades University-Orlando,Altamonte Springs,FL,32701, Southern Association of Colleges and Schools Commission on Colleges
Everglades University-Sarasota,Sarasota,FL,34240, Southern Association of Colleges and Schools Commission on Colleges
Seminar L'moros Bais Yaakov,Brooklyn,NY,11219,NULL
Herzing University-Winter Park,Winter Park,FL,32792-5509,www.herzing.edu
Emil Fries Piano Hospital and Training Center,Vancouver,WA,98661-4323,www.pianotuningschool.org
Fairview Beauty Academy,Fairview Park,OH,44126-2214,www.fairview.com
Florida College of Natural Health-Pompano Beach,Pompano Beach,FL,33064,www.steinered.com
National College-Nashville,Nashville,TN,37211,www.national-college.edu
College of Biblical Studies-Houston,Houston,TX,77036-3211, Southern Association of Colleges and Schools Commission on Colleges
Inner State Beauty School,Lyndhurst,OH,44124-2406,www.innerstatebeautyschool.com
Virginia College-Pensacola,Pensacola,FL,32502-4650,www.vc.edu
Mid-EastCTC-Adult Education,Zanesville,OH,43701,www.mideastadulted.org
Everest University-South Orlando,Orlando,FL,32819,www.everest.edu/campus/south_orlando
Polaris Career Center,Middleburg Heights,OH,44130-3375,www.polaris.edu
P&A Scholars Beauty School,Detroit,MI,48204,www.pandascholars.com
Rensselaer BOCES-Practical Nursing Program,Troy,NY,12180,www.questar.org
ASM Beauty World Academy,Davie,FL,33314,www.asmbeautyworld.org
The Salter School-Tewksbury Campus,Tewksbury,MA,1876,salterschool.com
Sanford-Brown College-Collinsville,Collinsville,IL,62234-6108,www.sanford-brown.edu
Sharps Academy of Hair Styling,Grand Blanc,MI,48439,www.sharpsacademyofhairstyling.com
ICC Technical Institute,Houston,TX,77004-2930,www.icchouston.net
College of Health Care Professions-Northwest,Houston,TX,77092,www.chcp.edu
School of Professional Horticulture at the New York Botanical Garden,Bronx,NY,10458-5126,www.nybg.org/edu/soph/
Fortis College-Houston,Houston,TX,77057,www.fortiscollege.edu
Volunteer Beauty Academy-Madison,Madison,TN,37115-2122,www.volunteerbeauty.com
Watkins College of Art Design & Film,Nashville,TN,37228,www.watkins.edu
Chicago ORT Technical Institute,Skokie,IL,60077,www.ortchicagotech.edu
Alhambra Beauty College,Alhambra,CA,91801,alhambrabeauty.edu/
American Auto Institute,Gardena,CA,90247,www.ueicareers.com
UEI College,Riverside,CA,925075344,http://www.uei.edu/
Asian American International Beauty College,Westminster,CA,92683,www.aabeautycollege.com
Avance Beauty College,San Diego,CA,92154,avancebeautycollege.edu
Colton-Redlands-Yucaipa Regional Occupational Program,Redlands,CA,92374,www.cryrop.org
Copper Mountain Community College,Joshua Tree,CA,92252,www.cmccd.edu
Diversified Vocational College,Los Angeles,CA,90017-1604,www.dlila.edu
Bristol University,Anaheim,CA,92806-6198,www.bristoluniversity.edu
UEI College-Fresno,Fresno,CA,93727,www.uei.edu/
UEI College-Bakersfield,Bakersfield,CA,93308,http://www.uei.edu/
Mt Sierra College,Monrovia,CA,91016,www.mtsierra.edu
Wyotech-Long Beach,Long Beach,CA,90810-3800,www.wyotech.edu/campus/long_beach
Santiago Canyon College,Orange,CA,92869-4512,www.sccollege.edu/Pages/default.aspx
Southern California Institute of Technology,Anaheim,CA,92801-3758,www.scitech.edu
Soka University of America,Aliso Viejo,CA,92656-4105,www.soka.edu
Summit College,Colton,CA,92324,www.summitcollege.edu
Advance Beauty College,Garden Grove,CA,92843,www.advancebeautycollege.com
World Mission University,Los Angeles,CA,90020, Commission on Accrediting of the Association of Theological Schools 
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,90066,www.yosan.edu
Coast Career Institute,Los Angeles,CA,90015-3040,www.coastcareer.edu
Cannella School of Hair Design-Blue Island,Blue Island,IL,60406-2130,cannellabeautyschools.com
Delta College Inc,Covington,LA,70433-8947,www.deltacollege.com
Colorado Technical University-Sioux Falls,Sioux Falls,SD,57108-2272,www.coloradotech.edu/Sioux-Falls
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,87110,www.suva.edu
Tri-State Cosmetology Institute,El Paso,TX,79915-1006,tristatecosmetology.com
Widener University-Harrisburg Campus,Harrisburg,PA,17110-9450,www.widener.edu
Volunteer Beauty Academy-Nashville,Nashville,TN,37209-3033,www.volunteerbeauty.com
Frontier Community College,Fairfield,IL,62837,www.iecc.edu/fcc
Lincoln Trail College,Robinson,IL,62454,www.iecc.edu/ltc
Wabash Valley College,Mount Carmel,IL,62863,www.iecc.edu/wvc
American Institute of Interior Design,Fountain Hills,AZ,85268,www.aiid.edu
Brookline College-Tempe,Tempe,AZ,85281,www.brooklinecollege.edu
Baker College of Auburn Hills,Auburn Hills,MI,48326-2642,www.baker.edu
Baker College of Clinton Township,Clinton Township,MI,48035,www.baker.edu
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,957,www.optonet.inter.edu
Schiller International University,Largo,FL,33771,www.schiller.edu
Vatterott College-Springfield,Springfield,MO,65807,www.vatterott.edu
Vatterott College-Joplin,Joplin,MO,64801,www.vatterott.edu
Vatterott College-Kansas City,Kansas City,MO,64129,www.vatterott.edu
Coconino Community College,Flagstaff,AZ,86001-2701,www.coconino.edu/Pages/default.aspx
Sanford-Brown College-Houston,Houston,TX,77042, Accrediting Council for Independent Colleges and Schools
Sanford-Brown Institute-Jacksonville,Jacksonville,FL,32256,www.sbjacksonville.com
Sanford-Brown College-Dallas,Dallas,TX,75247-6103, Accrediting Council for Independent Colleges and Schools
Baker College of Cadillac,Cadillac,MI,49601-9600,www.baker.edu
Emma's Beauty Academy-Juana Diaz,Juana Diaz,PR,795,www.ebajuanadiaz.com
Franklin Academy,Cleveland,TN,37312-3862,www.franklinacademy.edu
Columbia Centro Universitario-Yauco,Yauco,PR,698,columbiaco.edu
Pima Medical Institute-Denver,Denver,CO,80221,pmi.edu
Fortis College-Miami,Miami,FL,33144,www.fortis.edu
ASA College,Brooklyn,NY,11201-9805,www.asa.edu
Ohio State School of Cosmetology-Westerville,Westerville,OH,43081,salonschools.com
Nationwide Beauty Academy,Columbus,OH,43228,salonschools.com
Yeshivas Novominsk,Brooklyn,NY,11204,NULL
Southern Careers Institute-Corpus Christi,Corpus Christi,TX,78414,www.scitexas.edu
Kiamichi Technology Center-Stigler,Stigler,OK,74462-9601,www.ktc.edu
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,11211,NULL
Carroll Community College,Westminster,MD,21157,www.carrollcc.edu
University of Phoenix-Southern Arizona Campus,Tucson,AZ,85711-4574,www.phoenix.edu
University of Phoenix-Colorado Campus,Lone Tree,CO,80124-5453,www.phoenix.edu
University of Phoenix-Albuquerque Campus,Albuquerque,NM,87113-1570,www.phoenix.edu
University of Phoenix-Bay Area Campus,San Jose,CA,95134-1805,www.phoenix.edu
University of Phoenix-Southern California Campus,Costa Mesa,CA,92626-3099,www.phoenix.edu
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,33716, Southern Association of Colleges and Schools Commission on Colleges
Galen College of Nursing-San Antonio,San Antonio,TX,78229, Southern Association of Colleges and Schools Commission on Colleges
Southeastern Beauty School-Columbus North Lumpkin,Columbus,GA,31907,www.sebs.edu
Sarasota School of Massage Therapy,Sarasota,FL,34243,www.sarasotaschoolofmassagetherapy.edu
Westwood College-Dupage,Woodridge,IL,60517,www.westwood.edu
Wright Career College,Overland Park,KS,66210-1616,www.wrightcc.edu
Wright Career College - Oklahoma City OK,Oklahoma City,OK,73159,http://wrightcareercollege.edu/calculator/npcalc.htm
Wright Career College - Tulsa OK,Tulsa,OK,74145,http://wrightcareercollege.edu/calculator/npcalc.htm
Daymar College-Louisville,Louisville,KY,40219,www.daymarcollege.edu
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,14903,www.gstboces.org
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,NY,13815-3554,www.dcmoboces.com
DCI Career Institute,Monaca,PA,15061,www.dci.edu
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,PA,17837,www.csiu.org/lpn
Myotherapy College of Utah,Salt Lake City,UT,84115,www.myotherapycollege.com
Graham Webb International Academy of Hair,Arlington,VA,22209-2131,www.grahamwebbacademy.edu
City College-Gainesville,Gainesville,FL,32607,www.citycollege.edu
Arizona State University-West,Glendale,AZ,85306,www.asu.edu/
Connecticut Center for Massage Therapy-Westport,Westport,CT,06880-4619,www.ccmt.edu
ITT Technical Institute-Jacksonville,Jacksonville,FL,32256,www.itt-tech.edu
G Skin & Beauty Institute,Oakbrook,IL,60523,www.gbeautyinstitutes.com
Cosmetology Training Center,Lafayette,LA,70503,cosmetlafayettela.com
Stage One-The Hair School,Lake Charles,LA,70605,www.stageoneinc.com
Empire Beauty School-Malden,Malden,MA,2148,www.empire.edu
Minnesota School of Business-Brooklyn Center,Brooklyn Center,MN,55430,www.msbcollege.edu
ITT Technical Institute-Omaha,Omaha,NE,68127-9812,www.itt-tech.edu
Omaha School of Massage and Healthcare of Herzing University,Omaha,NE,68127,www.osmt.com
Xenon International Academy-Omaha,Omaha,NE,68127-3622,xenonacademy.net
Capri Institute of Hair Design-Brick,Brick,NJ,8723,www.capriinstitute.com
Capri Institute of Hair Design-Kenilworth,Kenilworth,NJ,7033,www.capriinstitute.com
Capri Institute of Hair Design-Paramus,Paramus,NJ,7652,www.capriinstitute.com
Orlo School of Hair Design and Cosmetology,Albany,NY,12206,www.theorloschool.com
Delaware Area Career Center,Delaware,OH,43015-8969,www.delawareareacc.org
Eastland-Fairfield Career and Technical Schools,Groveport,OH,43125-9236,www.eastlandfairfield.com
Empire Beauty School-Cincinnati,Cincinnati,OH,45239,www.empire.edu
Mahoning County Career and Technical Center,Canfield,OH,44406-9710,www.mahoningctc.com
Ohio Hi Point Joint Vocational School District,Bellefontaine,OH,43311-9594,www.ohiohipoint.com
Pickaway Ross Joint Vocational School District,Chillicothe,OH,45601-9010,www.pickawayross.com
Pioneer Career and Technology Center,Shelby,OH,44875, Council on Occupational Education
Raphael's School of Beauty Culture Inc-Boardman,Boardman,OH,44512,www.raphaelsbeautyschool.com
Scioto County Career Technical Center,Lucasville,OH,45648-0766,www.sciototech.org/adult/
Trumbull Career & Technical Center,Warren,OH,44483,www.tctchome.com
Northwest Technology Center-Fairview,Fairview,OK,73737,www.nwtech.edu
Lake Erie College of Osteopathic Medicine,Erie,PA,16509-1025,www.lecom.edu
University of Cosmetology Arts & Sciences-Harlingen,Harlingen,TX,78550-5034,www.ucastx.com
Gene Juarez Academy of Beauty-Federal Way,Federal Way,WA,98003,www.genejuarezacademy.com
Empire Beauty School-Appleton,Appleton,WI,54914-4644,www.empire.edu
Empire Beauty School-Green Bay,Green Bay,WI,54304-4838,www.empire.edu
Warren County Career Center,Lebanon,OH,45036-1099,www.mywccc.org
Brown Mackie College-Fort Wayne,Fort Wayne,IN,46805, Accrediting Council for Independent Colleges and Schools
Paul Mitchell the School-Wichita,Wichita,KS,67226-0000,pmtswichita.com
Pinnacle Institute of Cosmetology,Mooresville,NC,28115,pinnacleinstitute.edu
Career Training Academy-Monroeville,Monroeville,PA,15146,www.careerta.edu
Southern Careers Institute-Pharr,Pharr,TX,78577,www.scitexas.edu
Texas State Technical College-Marshall,Marshall,TX,75672,www.marshall.tstc.edu
Florida National University-Main Campus,Hialeah,FL,33012,www.fnu.edu
